"gene","start","end"
"PF3D7_0722800",963370,965109
"PF3D7_0722900",965664,968075
"PF3D7_0723000",968088,970023
"PF3D7_0723100",970492,971877
"PF3D7_0723200",972658,974272
"PF3D7_0723300",975585,978720
"PF3D7_0723400",978565,984099
"PF3D7_0723500",984384,985928
"PF3D7_0723600",986292,987765
"PF3D7_0723700",987805,991350
"PF3D7_0723800",991989,1000332
"PF3D7_0723900",1000342,1005611
"PF3D7_0724000",1006222,1012279
"PF3D7_0724100",1011770,1017083
"PF3D7_0724200",1019248,1020817
"PF3D7_0724300",1021112,1022659
"PF3D7_0724400",1023600,1024634
"PF3D7_0724500",1024663,1026167
"PF3D7_0724600",1026103,1033815
"PF3D7_0724700",1034245,1046354
"PF3D7_0724800",1046357,1049418
"PF3D7_0724900",1052392,1058413
"PF3D7_0725000",1058649,1063957
"PF3D7_0725100",1064276,1070581
"PF3D7_0725200",1070594,1072029
"PF3D7_0725300",1071985,1075144
"PF3D7_0725400",1078691,1080123
"PF3D7_0725600",1083761,1085847
"PF3D7_0725700",1085848,1086212
"PF3D7_0725800",1086213,1086371
"PF3D7_0725900",1086372,1086569
"PF3D7_0726000",1086570,1090357
"PF3D7_0726050",1092439,1092741
"PF3D7_0726100",1093546,1097313
"PF3D7_0726200",1099013,1103615
"PF3D7_0726300",1103794,1109232
"PF3D7_0726400",1108583,1125415
"PF3D7_0726500",1125789,1138474
"PF3D7_0726600",1139818,1143059
"PF3D7_0726700",1143196,1143923
"PF3D7_0726800",1143936,1144903
"PF3D7_0726900",1144814,1147488
"PF3D7_0727000",1147264,1151617
"PF3D7_0727100",1151697,1155473
"PF3D7_0727200",1156175,1158838
"PF3D7_0727300",1159604,1162222
"PF3D7_0727400",1162392,1164096
"PF3D7_0727500",1164165,1166851
"PF3D7_0727600",1167163,1170838
"PF3D7_0727700",1171212,1174450
"PF3D7_0727800",1175363,1181839
"PF3D7_0727900",1183630,1190173
"PF3D7_0728000",1190698,1192848
"PF3D7_0728100",1193347,1210448
"PF3D7_0728200",1211209,1213613
"PF3D7_0728300",1213841,1214973
"PF3D7_0728400",1214862,1215834
"PF3D7_0728500",1216088,1217201
"PF3D7_0728600",1217404,1225908
"PF3D7_0728700",1225499,1229857
"PF3D7_0728800",1230145,1232666
"PF3D7_0728900",1232210,1235443
"PF3D7_0729000",1235416,1236794
"PF3D7_0729100",1237998,1246671
"PF3D7_0729200",1246810,1248317
"PF3D7_0729300",1248478,1251901
"PF3D7_0729400",1252237,1254478
"PF3D7_0729500",1254778,1258355
"PF3D7_0729600",1258496,1260113
"PF3D7_0729700",1259830,1262801
"PF3D7_0729800",1263193,1264952
"PF3D7_0729900",1265910,1281347
"PF3D7_0730000",1280794,1282452
"PF3D7_0730100",1282562,1285940
"PF3D7_0730200",1286026,1290117
"PF3D7_0730300",1297144,1302090
"PF3D7_0730400",1304347,1305096
"PF3D7_0730500",1305154,1315639
"PF3D7_0730600",1318059,1318131
"PF3D7_0730700",1319011,1319082
"PF3D7_0730800",1320155,1323192
"PF3D7_0730900",1324452,1333940
"PF3D7_0731000",1333175,1334938
"PF3D7_0731100",1336751,1342768
"PF3D7_0731200",1342335,1344508
"PF3D7_0731300",1348427,1351829
"PF3D7_0731400",1353758,1355482
"PF3D7_0731500",1357251,1363653
"PF3D7_0731600",1366407,1370816
"PF3D7_0731700",1371309,1372884
"PF3D7_0731800",1376748,1380999
"PF3D7_0731900",1382410,1383524
"PF3D7_0800600",61138,62135
"PF3D7_0800650",64633,64778
"PF3D7_0800700",65153,74000
"PF3D7_0800750",76520,77102
"PF3D7_0800800",79126,80766
"PF3D7_0800900",83128,83904
"PF3D7_0801000",83838,89909
"PF3D7_0801100",91397,97571
"PF3D7_0801200",98890,99051
"PF3D7_0801300",101954,102826
"PF3D7_0801400",104442,105517
"PF3D7_0801500",106068,108513
"PF3D7_0801600",108965,109811
"PF3D7_0801700",111319,118441
"PF3D7_0801800",117932,122572
"PF3D7_0801900",126226,143894
"PF3D7_0802000",145632,151659
"PF3D7_0802100",151702,161318
"PF3D7_0802200",164729,166701
"PF3D7_0802300",166711,170995
"PF3D7_0802400",171844,174406
"PF3D7_0802500",174618,180248
"PF3D7_0802600",180040,188229
"PF3D7_0802700",188566,190316
"PF3D7_0802800",191422,194498
"PF3D7_0802900",194562,196059
"PF3D7_0803000",196270,198711
"PF3D7_0803100",198725,203315
"PF3D7_0803200",203741,207068
"PF3D7_0803300",208184,210463
"PF3D7_0803400",211217,217167
"PF3D7_0803500",217476,222589
"PF3D7_0803600",222976,230577
"PF3D7_0803700",230967,233374
"PF3D7_0803800",232904,234916
"PF3D7_0803900",236442,236571
"PF3D7_0804000",236954,241286
"PF3D7_0804100",239057,239141
"PF3D7_0804200",239877,240036
"PF3D7_0804300",241609,244804
"PF3D7_0804400",245027,248440
"PF3D7_0804500",248516,268538
"PF3D7_0804600",268603,271146
"PF3D7_0804700",271417,277413
"PF3D7_0804800",278082,279206
"PF3D7_0804900",279251,282015
"PF3D7_0805000",282505,285200
"PF3D7_0805100",286432,289198
"PF3D7_0805200",290626,291907
"PF3D7_0805300",293097,297324
"PF3D7_0805400",303060,304788
"PF3D7_0805500",304814,310547
"PF3D7_0805600",310797,313261
"PF3D7_0805700",313371,319794
"PF3D7_0805800",322367,323677
"PF3D7_0805900",324279,325655
"PF3D7_0806000",325872,330187
"PF3D7_0806100",330475,333020
"PF3D7_0806200",333168,337845
"PF3D7_0806300",337844,343424
"PF3D7_0806400",344038,345365
"PF3D7_0806500",344952,348269
"PF3D7_0806600",349042,353536
"PF3D7_0806700",353841,362906
"PF3D7_0806800",362926,367241
"PF3D7_0806900",368475,370478
"PF3D7_0807000",367780,372978
"PF3D7_0807100",372356,376952
"PF3D7_0807200",377439,379755
"PF3D7_0807300",380766,383025
"PF3D7_0807400",383413,386163
"PF3D7_0807500",386301,388944
"PF3D7_0807600",388027,395335
"PF3D7_0807700",395356,399048
"PF3D7_0807800",399105,401398
"PF3D7_0807900",401761,404190
"PF3D7_0808000",404225,409140
"PF3D7_0808100",409306,415756
"PF3D7_0808200",415549,419066
"PF3D7_0808300",419883,422701
"PF3D7_0808400",422708,424763
"PF3D7_0808450",424794,425171
"PF3D7_0808500",427501,427635
"PF3D7_0809200",467507,472481
"PF3D7_0809250",474788,474991
"PF3D7_0809400",475439,478480
"PF3D7_0809500",478028,478942
"PF3D7_0809600",479438,497431
"PF3D7_0809700",499463,501569
"PF3D7_0809800",502338,506698
"PF3D7_0809900",507486,512862
"PF3D7_0810000",517385,518627
"PF3D7_0810100",519144,520724
"PF3D7_0810200",521170,524750
"PF3D7_0810300",524487,530847
"PF3D7_0810400",532220,534031
"PF3D7_0810500",533991,536642
"PF3D7_0810600",538956,545974
"PF3D7_0810700",545282,547450
"PF3D7_0810800",547896,551057
"PF3D7_0810900",550902,553375
"PF3D7_0811000",553116,558148
"PF3D7_0811100",557333,560018
"PF3D7_0811200",560303,564782
"PF3D7_0811300",565878,573416
"PF3D7_0811400",574372,578973
"PF3D7_0811500",579007,582905
"PF3D7_0811600",582804,589463
"PF3D7_0811700",588248,593489
"PF3D7_0811800",592954,595639
"PF3D7_0811900",595885,601015
"PF3D7_0812000",600525,602266
"PF3D7_0812100",604520,613359
"PF3D7_0812200",614919,617931
"PF3D7_0812220",612903,614862
"PF3D7_0812300",618843,620228
"PF3D7_0812400",621441,624649
"PF3D7_0812500",625465,630796
"PF3D7_0812600",630864,632632
"PF3D7_0812700",633221,635112
"PF3D7_0812800",635537,635755
"PF3D7_0812900",636628,642867
"PF3D7_0813000",643066,645158
"PF3D7_0813100",646538,650135
"PF3D7_0813200",650932,654029
"PF3D7_0813300",655382,658303
"PF3D7_0813400",658343,664292
"PF3D7_0813500",665548,667095
"PF3D7_0813600",668841,671366
"PF3D7_0813700",670741,675700
"PF3D7_0813800",676314,677698
"PF3D7_0813900",677696,679757
"PF3D7_0814000",679355,681960
"PF3D7_0814100",682034,685003
"PF3D7_0814200",684997,689981
"PF3D7_0814300",690182,694542
"PF3D7_0814400",694720,697978
"PF3D7_0814500",699666,703075
"PF3D7_0814600",703502,704683
"PF3D7_0814700",705804,707350
"PF3D7_0814900",707792,709223
"PF3D7_0815000",709033,711020
"PF3D7_0815100",711239,714166
"PF3D7_0815200",715597,720744
"PF3D7_0815300",721348,725652
"PF3D7_0815400",725500,726860
"PF3D7_0815500",727118,730725
"PF3D7_0815600",729750,732584
"PF3D7_0815700",732891,735068
"PF3D7_0815800",735354,742006
"PF3D7_0815900",743266,745505
"PF3D7_0816000",745888,748084
"PF3D7_0816100",748331,750033
"PF3D7_0816200",749823,751095
"PF3D7_0816300",751942,756173
"PF3D7_0816400",756978,758683
"PF3D7_0816500",760138,761031
"PF3D7_0816600",761600,765908
"PF3D7_0816700",766329,767961
"PF3D7_0816800",767916,769803
"PF3D7_0816900",770704,771789
"PF3D7_0817000",772568,773737
"PF3D7_0817100",774134,777131
"PF3D7_0817200",776926,780434
"PF3D7_0817300",782602,791836
"PF3D7_0817400",794136,798695
"PF3D7_0817500",798401,800807
"PF3D7_0817600",800326,804715
"PF3D7_0817700",804723,814055
"PF3D7_0817800",814303,815974
"PF3D7_0817900",816742,818583
"PF3D7_0818000",819137,822699
"PF3D7_0818100",823912,827305
"PF3D7_0818200",827788,832382
"PF3D7_0818300",833185,835334
"PF3D7_0818400",835358,837041
"PF3D7_0818500",841264,844248
"PF3D7_0818600",844765,847530
"PF3D7_0818700",847541,854736
"PF3D7_0818800",855347,857162
"PF3D7_0818900",858550,862980
"PF3D7_0819000",863419,868820
"PF3D7_0819100",869033,871357
"PF3D7_0819200",871410,873440
"PF3D7_0819300",873926,877521
"PF3D7_0819400",878495,880459
"PF3D7_0819500",881047,884462
"PF3D7_0819600",884484,887623
"PF3D7_0819700",888126,890471
"PF3D7_0819800",891658,898502
"PF3D7_0819900",898831,899705
"PF3D7_0820000",900195,908628
"PF3D7_0820100",909083,910928
"PF3D7_0820200",911627,915386
"PF3D7_0820300",917497,921911
"PF3D7_0820400",921931,924596
"PF3D7_0820500",925054,927974
"PF3D7_0820600",928546,930946
"PF3D7_0820700",931673,935916
"PF3D7_0820800",936266,939277
"PF3D7_0820900",939305,944689
"PF3D7_0821000",948437,951284
"PF3D7_0821100",952488,956466
"PF3D7_0821200",957099,958258
"PF3D7_0821300",958332,962154
"PF3D7_0821400",964289,967130
"PF3D7_0821500",967747,969151
"PF3D7_0821600",969674,972177
"PF3D7_0821700",972554,974543
"PF3D7_0821800",974967,976983
"PF3D7_0821900",976989,978474
"PF3D7_0822000",978451,980772
"PF3D7_0822100",980704,982153
"PF3D7_0822200",982546,987696
"PF3D7_0822300",987718,989078
"PF3D7_0822400",989973,992608
"PF3D7_0822500",992633,994306
"PF3D7_0822600",996626,1000388
"PF3D7_0822700",1000443,1004032
"PF3D7_0822800",1005414,1007397
"PF3D7_0822900",1006504,1011755
"PF3D7_0823000",1012878,1017485
"PF3D7_0823100",1018071,1021346
"PF3D7_0823200",1021372,1025708
"PF3D7_0823300",1028410,1034211
"PF3D7_0823400",1034417,1036428
"PF3D7_0823500",1036973,1038764
"PF3D7_0823600",1039724,1041357
"PF3D7_0823700",1041365,1042613
"PF3D7_0823800",1042935,1046408
"PF3D7_0823900",1047155,1048908
"PF3D7_0824000",1049233,1051936
"PF3D7_0824100",1052541,1054493
"PF3D7_0824200",1054798,1059140
"PF3D7_0824300",1059246,1061567
"PF3D7_0824400",1062190,1065384
"PF3D7_0824500",1066036,1067958
"PF3D7_0824600",1068408,1070384
"PF3D7_0824700",1070718,1074779
"PF3D7_0824800",1075261,1080181
"PF3D7_0824900",1079441,1083413
"PF3D7_0825000",1085451,1091286
"PF3D7_0825100",1091998,1093221
"PF3D7_0825200",1093439,1094936
"PF3D7_0825300",1094794,1095972
"PF3D7_0825400",1096198,1097701
"PF3D7_0825500",1097742,1100613
"PF3D7_0825600",1100637,1101453
"PF3D7_0825700",1101887,1102804
"PF3D7_0825800",1103768,1105108
"PF3D7_0825900",1105631,1108315
"PF3D7_0826000",1108918,1112872
"PF3D7_0826100",1112930,1140853
"PF3D7_0826200",1142499,1144972
"PF3D7_0826300",1144934,1147897
"PF3D7_0826400",1148010,1149830
"PF3D7_0826500",1151361,1157299
"PF3D7_0826600",1156860,1158860
"PF3D7_0826700",1159770,1162786
"PF3D7_0826800",1161232,1161329
"PF3D7_0826900",1164491,1167540
"PF3D7_0827000",1167240,1171585
"PF3D7_0827100",1172102,1177112
"PF3D7_0827200",1177310,1180324
"PF3D7_0827300",1181264,1183916
"PF3D7_0827400",1184595,1185251
"PF3D7_0827500",1185861,1187510
"PF3D7_0827600",1187168,1193439
"PF3D7_0827700",1193847,1196678
"PF3D7_0827800",1198717,1206312
"PF3D7_0827900",1206438,1209016
"PF3D7_0828000",1210692,1211860
"PF3D7_0828100",1211965,1215795
"PF3D7_0828200",1215932,1221181
"PF3D7_0828300",1220018,1223432
"PF3D7_0828400",1223542,1226051
"PF3D7_0828500",1226140,1228476
"PF3D7_0828600",1229407,1232493
"PF3D7_0828700",1232769,1236746
"PF3D7_0828800",1237184,1241229
"PF3D7_0828900",1241589,1243830
"PF3D7_0829000",1244473,1251543
"PF3D7_0829100",1251559,1253831
"PF3D7_0829200",1254054,1255517
"PF3D7_0829300",1255816,1257815
"PF3D7_0829400",1257111,1260032
"PF3D7_0829500",1260048,1267062
"PF3D7_0829600",1268752,1270237
"PF3D7_0829700",1271278,1272090
"PF3D7_0829800",1272718,1275456
"PF3D7_0829900",1275625,1278795
"PF3D7_0830000",1280004,1280114
"PF3D7_0830100",1280935,1283761
"PF3D7_0830200",1284578,1288948
"PF3D7_0830300",1290240,1291406
"PF3D7_0830400",1293204,1295482
"PF3D7_0830500",1295569,1299431
"PF3D7_0830600",1301831,1305620
"PF3D7_0830700",1306209,1308595
"PF3D7_0830800",1309285,1317662
"PF3D7_0830900",1317009,1318914
"PF3D7_0831000",1320917,1323071
"PF3D7_0831100",1324597,1331626
"PF3D7_0831200",1332590,1336697
"PF3D7_0831300",1337791,1342328
"PF3D7_0831400",1343563,1345903
"PF3D7_0831500",1352286,1356302
"PF3D7_0831600",1358188,1363639
"PF3D7_0831700",1364640,1369862
"PF3D7_0831750",1371847,1372720
"PF3D7_0831800",1373212,1376988
"PF3D7_0831900",1380834,1381835
"PF3D7_0832000",1383349,1384377
"PF3D7_0832100",1386625,1387882
"PF3D7_0901700",81122,83382
"PF3D7_0901800",83928,85972
"PF3D7_0901900",85707,88318
"PF3D7_0902000",89201,92043
"PF3D7_0902100",93768,95820
"PF3D7_0902200",98010,101528
"PF3D7_0902300",101962,105349
"PF3D7_0902400",106514,108406
"PF3D7_0902500",108747,112128
"PF3D7_0902600",113409,115549
"PF3D7_0902700",119261,120749
"PF3D7_0902800",120969,125252
"PF3D7_0902900",127416,127724
"PF3D7_0903000",128833,130079
"PF3D7_0903100",130060,131208
"PF3D7_0903200",133034,136372
"PF3D7_0903300",138715,151403
"PF3D7_0903400",151318,161672
"PF3D7_0903500",162043,167477
"PF3D7_0903600",168458,173493
"PF3D7_0903700",174409,177722
"PF3D7_0903800",179187,183991
"PF3D7_0903900",184821,186458
"PF3D7_0904000",186468,190718
"PF3D7_0904100",190858,195827
"PF3D7_0904200",197658,198894
"PF3D7_0904300",199051,207458
"PF3D7_0904400",207785,209281
"PF3D7_0904500",209347,211040
"PF3D7_0904600",211700,218608
"PF3D7_0904700",218206,219855
"PF3D7_0904800",221574,224589
"PF3D7_0904900",224609,233976
"PF3D7_0905000",234018,235610
"PF3D7_0905100",236028,243109
"PF3D7_0905200",245200,249920
"PF3D7_0905300",251353,269709
"PF3D7_0905400",270371,275833
"PF3D7_0905500",276467,279624
"PF3D7_0905600",280207,284102
"PF3D7_0905700",283888,287290
"PF3D7_0905800",287480,293011
"PF3D7_0905900",293373,296649
"PF3D7_0906000",298216,304767
"PF3D7_0906100",304951,306785
"PF3D7_0906200",306807,309522
"PF3D7_0906300",309887,312231
"PF3D7_0906400",312356,315110
"PF3D7_0906500",317027,319614
"PF3D7_0906600",319627,323568
"PF3D7_0906700",329397,332004
"PF3D7_0906800",332161,335229
"PF3D7_0906890",334781,335636
"PF3D7_0906910",335982,336778
"PF3D7_0907000",337190,338027
"PF3D7_0907100",338140,342542
"PF3D7_0907200",344353,349864
"PF3D7_0907300",349572,351287
"PF3D7_0907400",351552,355975
"PF3D7_0907500",355983,358693
"PF3D7_0907600",359594,363767
"PF3D7_0907700",363574,365642
"PF3D7_0907800",366444,367723
"PF3D7_0907900",367738,368844
"PF3D7_0908000",369477,371999
"PF3D7_0908100",373762,375586
"PF3D7_0908200",377494,383371
"PF3D7_0908300",383132,386854
"PF3D7_0908400",387511,389444
"PF3D7_0908500",389017,398034
"PF3D7_0908600",398802,400941
"PF3D7_0908700",401013,403688
"PF3D7_0908800",404035,407267
"PF3D7_0908900",405315,409866
"PF3D7_0909000",410326,413841
"PF3D7_0909100",414632,417901
"PF3D7_0909200",418208,419895
"PF3D7_0909300",420226,422542
"PF3D7_0909400",422925,428516
"PF3D7_0909500",430069,432549
"PF3D7_0909600",432221,435442
"PF3D7_0909700",437400,444712
"PF3D7_0909800",445255,446630
"PF3D7_0909900",447302,452462
"PF3D7_0910000",452399,455743
"PF3D7_0910100",456284,463345
"PF3D7_0910200",464148,474861
"PF3D7_0910300",475004,477689
"PF3D7_0910400",477549,481768
"PF3D7_0910500",482386,488608
"PF3D7_0910600",488911,491014
"PF3D7_0910700",491036,493173
"PF3D7_0910800",493661,495804
"PF3D7_0910900",495567,498316
"PF3D7_0911000",499834,503245
"PF3D7_0911100",504394,509439
"PF3D7_0911200",509452,510913
"PF3D7_0911300",511467,521529
"PF3D7_0911400",521554,526248
"PF3D7_0911500",526449,528094
"PF3D7_0911600",528858,532077
"PF3D7_0911700",532079,535972
"PF3D7_0911800",535699,536950
"PF3D7_0911900",536963,540283
"PF3D7_0912000",540903,546278
"PF3D7_0912100",546289,548478
"PF3D7_0912200",549085,550446
"PF3D7_0912400",551020,555071
"PF3D7_0912500",555921,558634
"PF3D7_0912600",559144,561979
"PF3D7_0912700",562269,563000
"PF3D7_0912800",563201,566051
"PF3D7_0912900",566578,568830
"PF3D7_0913000",568887,570663
"PF3D7_0913100",571031,573349
"PF3D7_0913150",573701,573838
"PF3D7_0913200",574522,576690
"PF3D7_0913300",576759,579774
"PF3D7_0913400",580760,581468
"PF3D7_0913500",582066,584192
"PF3D7_0913600",584541,588762
"PF3D7_0913700",589182,591559
"PF3D7_0913800",592048,593728
"PF3D7_0913900",594181,597274
"PF3D7_0914000",597575,600651
"PF3D7_0914100",600676,604593
"PF3D7_0914200",607882,611319
"PF3D7_0914300",612976,615740
"PF3D7_0914400",617808,619842
"PF3D7_0914500",620655,626568
"PF3D7_0914600",627065,629120
"PF3D7_0914700",629371,632391
"PF3D7_0914800",632540,635285
"PF3D7_0914900",635647,639564
"PF3D7_0915000",639648,641731
"PF3D7_0915100",642878,644798
"PF3D7_0915200",644974,646738
"PF3D7_0915300",646547,649563
"PF3D7_0915400",649973,656340
"PF3D7_0915500",657072,659906
"PF3D7_0915600",659929,661258
"PF3D7_0915700",661255,662866
"PF3D7_0915800",663573,664607
"PF3D7_0915900",664952,667315
"PF3D7_0916000",666577,671763
"PF3D7_0916100",673514,675464
"PF3D7_0916200",675629,679979
"PF3D7_0916300",680231,681984
"PF3D7_0916400",683244,691188
"PF3D7_0916500",691282,694189
"PF3D7_0916600",694527,695602
"PF3D7_0916700",696194,702782
"PF3D7_0916800",702975,703679
"PF3D7_0916900",703682,706678
"PF3D7_0917000",706053,712389
"PF3D7_0917100",712444,715666
"PF3D7_0917200",716325,717506
"PF3D7_0917300",718087,720418
"PF3D7_0917400",720420,726262
"PF3D7_0917500",726278,729348
"PF3D7_0917600",729418,732520
"PF3D7_0917700",732608,734242
"PF3D7_0917800",734361,736105
"PF3D7_0917900",736669,741656
"PF3D7_0918000",741677,745333
"PF3D7_0918100",746396,749301
"PF3D7_0918200",748534,750334
"PF3D7_0918300",750973,752942
"PF3D7_0918400",754297,760269
"PF3D7_0918500",761211,763358
"PF3D7_0918600",764429,767461
"PF3D7_0918700",769319,772498
"PF3D7_0918800",772161,774937
"PF3D7_0918900",775058,780804
"PF3D7_0919000",780844,783347
"PF3D7_0919100",785169,789003
"PF3D7_0919200",788717,791151
"PF3D7_0919300",792890,794428
"PF3D7_0919400",795265,798335
"PF3D7_0919500",798498,799928
"PF3D7_0919600",800671,802645
"PF3D7_0919700",802655,804294
"PF3D7_0919800",803743,808112
"PF3D7_0919900",809430,821487
"PF3D7_0920000",822634,825411
"PF3D7_0920100",824705,827203
"PF3D7_0920200",827405,830952
"PF3D7_0920300",831524,832780
"PF3D7_0920400",833308,840082
"PF3D7_0920500",840386,842993
"PF3D7_0920600",843108,847719
"PF3D7_0920700",848626,851420
"PF3D7_0920800",851981,854752
"PF3D7_0920900",855159,857745
"PF3D7_0921000",857262,859606
"PF3D7_0921100",860933,863136
"PF3D7_0921200",862525,870954
"PF3D7_0921300",871334,873544
"PF3D7_0921400",873971,875133
"PF3D7_0921500",875602,876867
"PF3D7_0921600",877514,883452
"PF3D7_0921700",883515,885592
"PF3D7_0921800",885956,887813
"PF3D7_0921900",888237,889965
"PF3D7_0922000",890057,893267
"PF3D7_0922100",894280,901286
"PF3D7_0922200",901584,905953
"PF3D7_0922300",905998,908357
"PF3D7_0922400",908583,912061
"PF3D7_0922500",912487,915584
"PF3D7_0922600",915914,918790
"PF3D7_0922700",918958,921672
"PF3D7_0922800",922012,935804
"PF3D7_0922900",936724,938572
"PF3D7_0923000",938929,940716
"PF3D7_0923100",941830,942498
"PF3D7_0923200",943129,947005
"PF3D7_0923300",947033,949498
"PF3D7_0923400",949967,954244
"PF3D7_0923500",954558,958587
"PF3D7_0923600",958734,960089
"PF3D7_0923700",960181,961390
"PF3D7_0923800",961633,963872
"PF3D7_0923900",966770,969413
"PF3D7_0924000",971634,977256
"PF3D7_0924100",977433,980128
"PF3D7_0924200",979992,984808
"PF3D7_0924300",984509,986117
"PF3D7_0924400",987949,993032
"PF3D7_0924500",993199,998110
"PF3D7_0924600",998794,1006187
"PF3D7_0924700",1006205,1009028
"PF3D7_0924800",1009063,1009755
"PF3D7_0924900",1010380,1011822
"PF3D7_0925000",1011837,1014313
"PF3D7_0925100",1014478,1015518
"PF3D7_0925200",1017310,1018970
"PF3D7_0925300",1019164,1020903
"PF3D7_0925400",1021426,1023671
"PF3D7_0925500",1024702,1026683
"PF3D7_0925600",1026711,1028500
"PF3D7_0925700",1028046,1031647
"PF3D7_0925800",1033046,1039152
"PF3D7_0925900",1039462,1042118
"PF3D7_0926000",1043374,1048185
"PF3D7_0926100",1047843,1059006
"PF3D7_0926200",1062667,1064356
"PF3D7_0926300",1064388,1070885
"PF3D7_0926400",1070433,1073592
"PF3D7_0926500",1074538,1083991
"PF3D7_0926600",1084696,1089093
"PF3D7_0926700",1089380,1092648
"PF3D7_0926800",1092809,1096677
"PF3D7_0926900",1096771,1098919
"PF3D7_0927000",1098803,1100298
"PF3D7_0927100",1099900,1101387
"PF3D7_0927200",1106517,1112880
"PF3D7_0927300",1113549,1116338
"PF3D7_0927400",1116416,1119775
"PF3D7_0927500",1119831,1122373
"PF3D7_0927600",1122096,1125906
"PF3D7_0927700",1126803,1128396
"PF3D7_0927800",1128345,1130169
"PF3D7_0927900",1130507,1134907
"PF3D7_0928000",1134936,1136835
"PF3D7_0928100",1136403,1138628
"PF3D7_0928150",1139271,1139510
"PF3D7_0928200",1139049,1142891
"PF3D7_0928300",1142674,1144994
"PF3D7_0928400",1145077,1146038
"PF3D7_0928500",1145092,1147569
"PF3D7_0928600",1147690,1149688
"PF3D7_0928700",1149710,1155532
"PF3D7_0928800",1155523,1159304
"PF3D7_0928900",1159487,1160762
"PF3D7_0929000",1160773,1162919
"PF3D7_0929100",1162923,1166821
"PF3D7_0929200",1166823,1169752
"PF3D7_0929300",1171132,1173562
"PF3D7_0929400",1173579,1181380
"PF3D7_0929500",1180983,1181996
"PF3D7_0929600",1182575,1184144
"PF3D7_0929700",1184754,1186269
"PF3D7_0929800",1186606,1186902
"PF3D7_0929900",1187369,1189282
"PF3D7_0930000",1189646,1191322
"PF3D7_0930100",1191714,1195486
"PF3D7_0930200",1195511,1200623
"PF3D7_0930300",1201305,1207576
"PF3D7_0930400",1207579,1212987
"PF3D7_0930500",1211597,1217273
"PF3D7_0930600",1217433,1221199
"PF3D7_0930700",1221470,1224028
"PF3D7_0930800",1224476,1239586
"PF3D7_0930900",1246725,1248266
"PF3D7_0931000",1248274,1252765
"PF3D7_0931100",1253448,1257339
"PF3D7_0931200",1258494,1259859
"PF3D7_0931300",1260984,1261969
"PF3D7_0931400",1262730,1265679
"PF3D7_0931500",1264738,1267766
"PF3D7_0931600",1268277,1269415
"PF3D7_0931700",1270155,1272656
"PF3D7_0931800",1272794,1274607
"PF3D7_0931900",1274656,1277085
"PF3D7_0932000",1277432,1279277
"PF3D7_0932100",1278479,1284699
"PF3D7_0932200",1286481,1289644
"PF3D7_0932300",1288799,1291543
"PF3D7_0932400",1291568,1293643
"PF3D7_0932500",1293832,1297076
"PF3D7_0932600",1297285,1298239
"PF3D7_0932700",1298749,1302703
"PF3D7_0932800",1302916,1308589
"PF3D7_0932900",1309010,1310544
"PF3D7_0933000",1310704,1314101
"PF3D7_0933100",1314184,1317597
"PF3D7_0933200",1317759,1319756
"PF3D7_0933300",1319902,1323588
"PF3D7_0933400",1323597,1324805
"PF3D7_0933500",1324974,1329878
"PF3D7_0933600",1330167,1333406
"PF3D7_0933700",1334102,1335151
"PF3D7_0933800",1335740,1337947
"PF3D7_0933900",1337868,1339664
"PF3D7_0934000",1339791,1342470
"PF3D7_0934100",1342715,1346826
"PF3D7_0934200",1346627,1347508
"PF3D7_0934300",1347715,1349000
"PF3D7_0934400",1349597,1350572
"PF3D7_0934500",1350428,1353738
"PF3D7_0934600",1354207,1355815
"PF3D7_0934700",1357159,1360704
"PF3D7_0934800",1360721,1364051
"PF3D7_0934900",1364066,1366174
"PF3D7_0935000",1366182,1367150
"PF3D7_0935100",1367396,1367930
"PF3D7_0935200",1368257,1372877
"PF3D7_0935300",1372874,1374250
"PF3D7_0935390",1376975,1381482
"PF3D7_0935400",1377653,1381134
"PF3D7_0935500",1399892,1402702
"PF3D7_0935600",1403986,1407459
"PF3D7_0935700",1408214,1410316
"PF3D7_0935800",1412562,1419940
"PF3D7_0935900",1419960,1424840
"PF3D7_0936000",1426152,1428942
"PF3D7_0936100",1429554,1431890
"PF3D7_0936200",1432339,1435093
"PF3D7_0936300",1435767,1439273
"PF3D7_0936400",1439258,1442180
"PF3D7_0936500",1443260,1445400
"PF3D7_1000600",50964,53006
"PF3D7_1000700",54542,55498
"PF3D7_1000800",57968,58980
"PF3D7_1000900",60024,61365
"PF3D7_1001000",62926,64808
"PF3D7_1001100",66845,69602
"PF3D7_1001200",69800,71269
"PF3D7_1001300",72601,74029
"PF3D7_1001400",74612,78819
"PF3D7_1001500",80302,82576
"PF3D7_1001600",85910,91177
"PF3D7_1001700",92437,94615
"PF3D7_1001800",95930,97877
"PF3D7_1001900",99001,100443
"PF3D7_1002000",102837,105100
"PF3D7_1002100",106648,109855
"PF3D7_1002200",110388,116655
"PF3D7_1002300",117242,118534
"PF3D7_1002400",120336,125104
"PF3D7_1002500",123345,125606
"PF3D7_1002600",125343,127695
"PF3D7_1002700",128151,132481
"PF3D7_1002800",132914,138022
"PF3D7_1002900",138050,140161
"PF3D7_1003000",141402,147095
"PF3D7_1003100",147104,148711
"PF3D7_1003200",149289,150204
"PF3D7_1003300",150176,151598
"PF3D7_1003400",152012,158777
